sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,species,species_code,sepal_area,petal_area,sepal_petal_ratio,petal_aspect_ratio
5.0,3.5,1.6,0.6,setosa,0,17.5,0.96,3.125,2.666666666666667
5.1,3.8,1.9,0.4,setosa,0,19.38,0.76,2.6842105263157894,4.749999999999999
4.8,3.0,1.4,0.3,setosa,0,14.399999999999999,0.42,3.428571428571429,4.666666666666667
5.1,3.8,1.6,0.2,setosa,0,19.38,0.32000000000000006,3.1874999999999996,8.0
4.6,3.2,1.4,0.2,setosa,0,14.719999999999999,0.27999999999999997,3.2857142857142856,6.999999999999999
5.3,3.7,1.5,0.2,setosa,0,19.61,0.30000000000000004,3.533333333333333,7.5
5.0,3.3,1.4,0.2,setosa,0,16.5,0.27999999999999997,3.5714285714285716,6.999999999999999
7.0,3.2,4.7,1.4,versicolor,1,22.400000000000002,6.58,1.4893617021276595,3.3571428571428577
6.4,3.2,4.5,1.5,versicolor,1,20.480000000000004,6.75,1.4222222222222223,3.0
6.9,3.1,4.9,1.5,versicolor,1,21.39,7.3500000000000005,1.4081632653061225,3.266666666666667
5.5,2.3,4.0,1.3,versicolor,1,12.649999999999999,5.2,1.375,3.0769230769230766
6.5,2.8,4.6,1.5,versicolor,1,18.2,6.8999999999999995,1.4130434782608696,3.0666666666666664
5.7,2.8,4.5,1.3,versicolor,1,15.959999999999999,5.8500000000000005,1.2666666666666666,3.4615384615384612
6.3,3.3,4.7,1.6,versicolor,1,20.79,7.5200000000000005,1.3404255319148934,2.9375
4.9,2.4,3.3,1.0,versicolor,1,11.76,3.3,1.484848484848485,3.3
6.6,2.9,4.6,1.3,versicolor,1,19.139999999999997,5.9799999999999995,1.434782608695652,3.538461538461538
5.2,2.7,3.9,1.4,versicolor,1,14.040000000000001,5.46,1.3333333333333335,2.785714285714286
5.0,2.0,3.5,1.0,versicolor,1,10.0,3.5,1.4285714285714286,3.5
5.9,3.0,4.2,1.5,versicolor,1,17.700000000000003,6.300000000000001,1.4047619047619049,2.8000000000000003
6.0,2.2,4.0,1.0,versicolor,1,13.200000000000001,4.0,1.5,4.0
6.1,2.9,4.7,1.4,versicolor,1,17.689999999999998,6.58,1.297872340425532,3.3571428571428577
5.6,2.9,3.6,1.3,versicolor,1,16.24,4.680000000000001,1.5555555555555554,2.769230769230769
6.7,3.1,4.4,1.4,versicolor,1,20.77,6.16,1.5227272727272727,3.1428571428571432
5.6,3.0,4.5,1.5,versicolor,1,16.799999999999997,6.75,1.2444444444444445,3.0
5.8,2.7,4.1,1.0,versicolor,1,15.66,4.1,1.4146341463414636,4.1
6.2,2.2,4.5,1.5,versicolor,1,13.640000000000002,6.75,1.3777777777777778,3.0
5.6,2.5,3.9,1.1,versicolor,1,14.0,4.29,1.435897435897436,3.545454545454545
5.9,3.2,4.8,1.8,versicolor,1,18.880000000000003,8.64,1.2291666666666667,2.6666666666666665
6.1,2.8,4.0,1.3,versicolor,1,17.08,5.2,1.525,3.0769230769230766
6.3,2.5,4.9,1.5,versicolor,1,15.75,7.3500000000000005,1.2857142857142856,3.266666666666667
6.1,2.8,4.7,1.2,versicolor,1,17.08,5.64,1.297872340425532,3.916666666666667
6.4,2.9,4.3,1.3,versicolor,1,18.56,5.59,1.488372093023256,3.3076923076923075
6.6,3.0,4.4,1.4,versicolor,1,19.799999999999997,6.16,1.4999999999999998,3.1428571428571432
6.8,2.8,4.8,1.4,versicolor,1,19.04,6.72,1.4166666666666667,3.428571428571429
6.7,3.0,5.0,1.7,versicolor,1,20.1,8.5,1.34,2.9411764705882355
6.0,2.9,4.5,1.5,versicolor,1,17.4,6.75,1.3333333333333333,3.0
5.7,2.6,3.5,1.0,versicolor,1,14.82,3.5,1.6285714285714286,3.5
5.5,2.4,3.8,1.1,versicolor,1,13.2,4.18,1.4473684210526316,3.454545454545454
5.5,2.4,3.7,1.0,versicolor,1,13.2,3.7,1.4864864864864864,3.7
5.8,2.7,3.9,1.2,versicolor,1,15.66,4.68,1.4871794871794872,3.25
6.0,2.7,5.1,1.6,versicolor,1,16.200000000000003,8.16,1.1764705882352942,3.1874999999999996
5.4,3.0,4.5,1.5,versicolor,1,16.200000000000003,6.75,1.2000000000000002,3.0
6.0,3.4,4.5,1.6,versicolor,1,20.4,7.2,1.3333333333333333,2.8125
6.7,3.1,4.7,1.5,versicolor,1,20.77,7.050000000000001,1.425531914893617,3.1333333333333333
6.3,2.3,4.4,1.3,versicolor,1,14.489999999999998,5.720000000000001,1.4318181818181817,3.3846153846153846
5.6,3.0,4.1,1.3,versicolor,1,16.799999999999997,5.33,1.3658536585365855,3.1538461538461533
5.5,2.5,4.0,1.3,versicolor,1,13.75,5.2,1.375,3.0769230769230766
5.5,2.6,4.4,1.2,versicolor,1,14.3,5.28,1.25,3.666666666666667
6.1,3.0,4.6,1.4,versicolor,1,18.299999999999997,6.4399999999999995,1.3260869565217392,3.2857142857142856
5.8,2.6,4.0,1.2,versicolor,1,15.08,4.8,1.45,3.3333333333333335
5.0,2.3,3.3,1.0,versicolor,1,11.5,3.3,1.5151515151515151,3.3
5.6,2.7,4.2,1.3,versicolor,1,15.12,5.460000000000001,1.3333333333333333,3.230769230769231
5.7,3.0,4.2,1.2,versicolor,1,17.1,5.04,1.3571428571428572,3.5000000000000004
5.7,2.9,4.2,1.3,versicolor,1,16.53,5.460000000000001,1.3571428571428572,3.230769230769231
6.2,2.9,4.3,1.3,versicolor,1,17.98,5.59,1.4418604651162792,3.3076923076923075
5.1,2.5,3.0,1.1,versicolor,1,12.75,3.3000000000000003,1.7,2.727272727272727
5.7,2.8,4.1,1.3,versicolor,1,15.959999999999999,5.33,1.3902439024390245,3.1538461538461533
6.3,3.3,6.0,2.5,virginica,2,20.79,15.0,1.05,2.4
5.8,2.7,5.1,1.9,virginica,2,15.66,9.69,1.1372549019607843,2.6842105263157894
7.1,3.0,5.9,2.1,virginica,2,21.299999999999997,12.39,1.2033898305084745,2.8095238095238098
6.3,2.9,5.6,1.8,virginica,2,18.27,10.08,1.125,3.1111111111111107
6.5,3.0,5.8,2.2,virginica,2,19.5,12.76,1.120689655172414,2.6363636363636362
7.6,3.0,6.6,2.1,virginica,2,22.799999999999997,13.86,1.1515151515151516,3.1428571428571423
4.9,2.5,4.5,1.7,virginica,2,12.25,7.6499999999999995,1.088888888888889,2.6470588235294117
7.3,2.9,6.3,1.8,virginica,2,21.169999999999998,11.34,1.1587301587301588,3.5
6.7,2.5,5.8,1.8,virginica,2,16.75,10.44,1.1551724137931034,3.222222222222222
7.2,3.6,6.1,2.5,virginica,2,25.92,15.25,1.1803278688524592,2.44
6.5,3.2,5.1,2.0,virginica,2,20.8,10.2,1.2745098039215688,2.55
6.4,2.7,5.3,1.9,virginica,2,17.28,10.069999999999999,1.207547169811321,2.7894736842105265
6.8,3.0,5.5,2.1,virginica,2,20.4,11.55,1.2363636363636363,2.619047619047619
5.7,2.5,5.0,2.0,virginica,2,14.25,10.0,1.1400000000000001,2.5
5.8,2.8,5.1,2.4,virginica,2,16.24,12.239999999999998,1.1372549019607843,2.125
6.4,3.2,5.3,2.3,virginica,2,20.480000000000004,12.19,1.207547169811321,2.3043478260869565
6.5,3.0,5.5,1.8,virginica,2,19.5,9.9,1.1818181818181819,3.0555555555555554
7.7,3.8,6.7,2.2,virginica,2,29.259999999999998,14.740000000000002,1.1492537313432836,3.0454545454545454
7.7,2.6,6.9,2.3,virginica,2,20.02,15.87,1.1159420289855073,3.0000000000000004
6.0,2.2,5.0,1.5,virginica,2,13.200000000000001,7.5,1.2,3.3333333333333335
6.9,3.2,5.7,2.3,virginica,2,22.080000000000002,13.11,1.2105263157894737,2.4782608695652177
5.6,2.8,4.9,2.0,virginica,2,15.679999999999998,9.8,1.1428571428571428,2.45
7.7,2.8,6.7,2.0,virginica,2,21.56,13.4,1.1492537313432836,3.35
6.3,2.7,4.9,1.8,virginica,2,17.01,8.82,1.2857142857142856,2.7222222222222223
6.7,3.3,5.7,2.1,virginica,2,22.11,11.97,1.1754385964912282,2.7142857142857144
7.2,3.2,6.0,1.8,virginica,2,23.040000000000003,10.8,1.2,3.333333333333333
6.2,2.8,4.8,1.8,virginica,2,17.36,8.64,1.2916666666666667,2.6666666666666665
6.1,3.0,4.9,1.8,virginica,2,18.299999999999997,8.82,1.2448979591836733,2.7222222222222223
6.4,2.8,5.6,2.1,virginica,2,17.919999999999998,11.76,1.142857142857143,2.6666666666666665
7.2,3.0,5.8,1.6,virginica,2,21.6,9.28,1.2413793103448276,3.6249999999999996
7.4,2.8,6.1,1.9,virginica,2,20.72,11.589999999999998,1.213114754098361,3.2105263157894735
7.9,3.8,6.4,2.0,virginica,2,30.02,12.8,1.234375,3.2
6.4,2.8,5.6,2.2,virginica,2,17.919999999999998,12.32,1.142857142857143,2.545454545454545
6.3,2.8,5.1,1.5,virginica,2,17.639999999999997,7.6499999999999995,1.2352941176470589,3.4
6.1,2.6,5.6,1.4,virginica,2,15.86,7.839999999999999,1.0892857142857142,4.0
7.7,3.0,6.1,2.3,virginica,2,23.1,14.029999999999998,1.2622950819672132,2.6521739130434785
6.3,3.4,5.6,2.4,virginica,2,21.419999999999998,13.44,1.125,2.3333333333333335
6.4,3.1,5.5,1.8,virginica,2,19.840000000000003,9.9,1.1636363636363638,3.0555555555555554
6.0,3.0,4.8,1.8,virginica,2,18.0,8.64,1.25,2.6666666666666665
6.9,3.1,5.4,2.1,virginica,2,21.39,11.340000000000002,1.2777777777777777,2.5714285714285716
6.7,3.1,5.6,2.4,virginica,2,20.77,13.44,1.1964285714285716,2.3333333333333335
6.9,3.1,5.1,2.3,virginica,2,21.39,11.729999999999999,1.3529411764705883,2.217391304347826
5.8,2.7,5.1,1.9,virginica,2,15.66,9.69,1.1372549019607843,2.6842105263157894
6.8,3.2,5.9,2.3,virginica,2,21.76,13.57,1.1525423728813557,2.565217391304348
6.7,3.3,5.7,2.5,virginica,2,22.11,14.25,1.1754385964912282,2.2800000000000002
6.7,3.0,5.2,2.3,virginica,2,20.1,11.959999999999999,1.2884615384615385,2.2608695652173916
6.3,2.5,5.0,1.9,virginica,2,15.75,9.5,1.26,2.6315789473684212
6.5,3.0,5.2,2.0,virginica,2,19.5,10.4,1.25,2.6
6.2,3.4,5.4,2.3,virginica,2,21.08,12.42,1.1481481481481481,2.347826086956522
5.9,3.0,5.1,1.8,virginica,2,17.700000000000003,9.18,1.1568627450980393,2.833333333333333
